Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0038,N5K-C-0038-03,Agrida / Агрида,2130216251,Емельянов Николай Николаевич,Генеральный директор и совладелец,https://agrida.ru/,contact_form,корпоративный маршрут,официальный сайт,https://agrida.ru/,true,HIGH,2026-08-06,Официальная форма обратной связи,N5K-20260806-064,new_5000
N5K-0038,N5K-C-0038-02,Agrida / Агрида,2130216251,Емельянов Николай Николаевич,Генеральный директор и совладелец,zakaz@agrida.ru,email,корпоративный маршрут,официальный сайт,https://agrida.ru/,true,HIGH,2026-08-06,Официальная корпоративная почта,N5K-20260806-064,new_5000
N5K-0038,N5K-C-0038-04,Agrida / Агрида,2130216251,Емельянов Николай Николаевич,Генеральный директор и совладелец,https://cheboksary.hh.ru/vacancy/127832239,hh,маршрут работодателя,HeadHunter,https://cheboksary.hh.ru/vacancy/127832239,true,MEDIUM,2026-08-06,Вакансия CCO подтверждает цель роста выручки в 3 раза и запуск нового направления,N5K-20260806-064,new_5000
N5K-0038,N5K-C-0038-01,Agrida / Агрида,2130216251,Емельянов Николай Николаевич,Генеральный директор и совладелец,+7 (800) 222-51-00,phone,корпоративный маршрут,официальный сайт,https://agrida.ru/,true,HIGH,2026-08-06,Официальный телефон компании; просить передать генеральному директору Николаю Емельянову,N5K-20260806-064,new_5000
N5K-0046,N5K-C-0046-02,Тимоша,5027182999,Куртбединов Тимур Сейранович,Собственник 100% / стратегический ЛПР,halva@timosha.ru,email,официальный email,официальный сайт,https://timosha.ru/company/,true,HIGH,2026-08-06,Email опубликован на официальном сайте,N5K-20260806-077,new_5000
N5K-0046,N5K-C-0046-03,Тимоша,5027182999,Куртбединов Тимур Сейранович,Собственник 100% / стратегический ЛПР,https://timosha.ru/company/,form,страница контактов,официальный сайт,https://timosha.ru/company/,true,HIGH,2026-08-06,Официальная страница компании и контактов,N5K-20260806-077,new_5000
N5K-0046,N5K-C-0046-04,Тимоша,5027182999,Куртбединов Тимур Сейранович,Собственник 100% / стратегический ЛПР,https://hh.ru/vacancy/129588675,hh,маршрут работодателя,HeadHunter,https://hh.ru/vacancy/129588675,true,MEDIUM,2026-08-06,Вакансия запуска нового направления продаж,N5K-20260806-077,new_5000
N5K-0046,N5K-C-0046-01,Тимоша,5027182999,Куртбединов Тимур Сейранович,Собственник 100% / стратегический ЛПР,+7 (495) 744-11-62,phone,официальный телефон,официальный сайт,https://timosha.ru/company/,true,HIGH,2026-08-06,Телефон опубликован на официальном сайте,N5K-20260806-077,new_5000
N5K-0053,N5K-C-0006,,,,,+7 (423) 249-70-73,,Phone,https://www.alta.ru/tamdoc/19bn0132/,,,,,,N5K-20260807-090,new_5000
N5K-0053,N5K-C-0007,,,,,https://tpp.ru/,,Website,https://companies.rbc.ru/id/1122540007578-logisticheskaya-kompaniya-parus/,,,,,,N5K-20260807-090,new_5000
N5K-0053,N5K-C-0008,,,,,https://vladivostok.hh.ru/vacancy/129055647,,Vacancy,https://vladivostok.hh.ru/vacancy/129055647,,,,,,N5K-20260807-090,new_5000
N5K-0053,N5K-C-0009,,,,,info@tpp.ru,,Email,https://www.alta.ru/tamdoc/19bn0132/,,,,,,N5K-20260807-090,new_5000
N5K-0054,N5K-C-0015,,,,,8 (499) 647-43-58,,Phone,https://idealturnik.ru/contacts/,,,,,,N5K-20260807-091,new_5000
N5K-0054,N5K-C-0016,,,,,https://idealturnik.ru/,,Website,https://idealturnik.ru/contacts/,,,,,,N5K-20260807-091,new_5000
N5K-0054,N5K-C-0017,,,,,https://spb.hh.ru/vacancies/rukovoditel-otdela-prodazh-rop/za_poslednie_tri_dnya,,Vacancy,https://spb.hh.ru/vacancies/rukovoditel-otdela-prodazh-rop/za_poslednie_tri_dnya,,,,,,N5K-20260807-091,new_5000
N5K-0054,N5K-C-0018,,,,,region@idealturnik.ru,,Email,https://idealturnik.ru/contacts/,,,,,,N5K-20260807-091,new_5000
N5K-0056,N5K-C-0019,,,,,8 800 500-05-71,,Phone,https://3sense.ru/,,,,,,N5K-20260808-111,new_5000
N5K-0056,N5K-C-0020,,,,,https://3sense.ru/,,Contact Form,https://3sense.ru/,,,,,,N5K-20260808-111,new_5000
N5K-0056,N5K-C-0021,,,,,https://3sense.ru/write,,Director Form,https://3sense.ru/write,,,,,,N5K-20260807-093,new_5000
N5K-0056,N5K-C-0022,,,,,https://bebee.com/ru/jobs/job--techmap_ru_133002548,,Vacancy,https://bebee.com/ru/jobs/job--techmap_ru_133002548,,,,,,N5K-20260808-111,new_5000
N5K-0056,N5K-C-0023,,,,,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-uslug/za_poslednie_tri_dnya,,Vacancy,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-uslug/za_poslednie_tri_dnya,,,,,,N5K-20260809-134,new_5000
N5K-0057,N5K-C-0024,,,,,+7 (495) 532 87 00,,Phone,https://vegalibr.ru/contacts/,,,,,,N5K-20260807-093,new_5000
N5K-0057,N5K-C-0025,,,,,https://hh.ru/vacancy/129067129,,Vacancy,https://hh.ru/vacancy/129067129,,,,,,N5K-20260807-093,new_5000
N5K-0057,N5K-C-0026,,,,,https://vegalibr.ru/,,Website,https://vegalibr.ru/contacts/,,,,,,N5K-20260807-093,new_5000
N5K-0057,N5K-C-0027,,,,,zakaz@vegalibr.ru,,Email,https://vegalibr.ru/contacts/,,,,,,N5K-20260807-093,new_5000
N5K-0058,N5K-C-0028,,,,,https://ai-up.ru/,,Website Chat,https://ai-up.ru/,,,,,,N5K-20260807-094,new_5000
N5K-0058,N5K-C-0029,,,,,https://spb.hh.ru/vacancies/rukovoditel-otdela-prodazh-b2b,,Vacancy,https://spb.hh.ru/vacancies/rukovoditel-otdela-prodazh-b2b,,,,,,N5K-20260807-094,new_5000
N5K-0058,N5K-C-0030,,,,,info@ai-up.ru,,Email,https://ai-up.ru/about,,,,,,N5K-20260807-094,new_5000
N5K-0060,N5K-C-0031,,,,,+7 (812) 665-51-55,,Phone,https://sezinnopolis.ru/residents/s-ooo-ektem-ok/,,,,,,N5K-20260807-096,new_5000
N5K-0060,N5K-C-0032,,,,,https://ectem.ru/,,Website,https://ectem.ru/,,,,,,N5K-20260807-096,new_5000
N5K-0060,N5K-C-0033,,,,,https://spb.hh.ru/vacancies/rukovoditel-otdela-prodazh-rop/za_poslednie_tri_dnya,,Vacancy,https://spb.hh.ru/vacancies/rukovoditel-otdela-prodazh-rop/za_poslednie_tri_dnya,,,,,,N5K-20260807-096,new_5000
N5K-0060,N5K-C-0034,,,,,info@ectem.ru,,Email,https://sezinnopolis.ru/residents/s-ooo-ektem-ok/,,,,,,N5K-20260807-096,new_5000
N5K-0063,N5K-C-0035,,,,,+7 (923) 296-86-24,,Phone,https://silenkoautocratia.ru/,,,,,,N5K-20260807-099,new_5000
N5K-0063,N5K-C-0036,,,,,https://hh.ru/employer/10843357,,HH,https://hh.ru/employer/10843357,,,,,,N5K-20260807-099,new_5000
N5K-0063,N5K-C-0037,,,,,https://silenkoautocratia.ru/,,Website,https://silenkoautocratia.ru/,,,,,,N5K-20260807-099,new_5000
N5K-0063,N5K-C-0038,,,,,https://t.me/SILENKOAUTOcratiaCHAT,,Telegram,https://t.me/SILENKOAUTOcratiaCHAT,,,,,,N5K-20260807-099,new_5000
N5K-0063,N5K-C-0039,,,,,https://vk.com/silenkoautocratia,,VK,https://ttic.ru/yurisprudenciya/silenkoautocratia.html,,,,,,N5K-20260807-099,new_5000
N5K-0063,N5K-C-0040,,,,,sales@silenkoautocratia.ru,,Email,https://silenkoautocratia.ru/,,,,,,N5K-20260807-099,new_5000
N5K-0065,N5K-C-0041,,,,,+7 (962) 889-05-54,,Phone,https://talantlivo.pro/contacts,,,,,,N5K-20260807-101,new_5000
N5K-0065,N5K-C-0042,,,,,@talantlivo_sales,,Telegram,https://talantlivo.pro/contacts,,,,,,N5K-20260807-101,new_5000
N5K-0065,N5K-C-0043,,,,,https://nesiditsa.ru/vacancy/133902260,,Vacancy,https://nesiditsa.ru/vacancy/133902260,,,,,,N5K-20260807-101,new_5000
N5K-0065,N5K-C-0044,,,,,https://talantlivo.pro/contacts,,Contact Form,https://talantlivo.pro/contacts,,,,,,N5K-20260807-101,new_5000
N5K-0065,N5K-C-0045,,,,,info@talantlivo.pro,,Email,https://talantlivo.pro/contacts,,,,,,N5K-20260807-101,new_5000
N5K-0066,N5K-C-0046,,,,,+7 (495) 987-37-14,,Phone,https://makosh.pro/about/,,,,,,N5K-20260807-102,new_5000
N5K-0066,N5K-C-0047,,,,,+7 993 282-09-39,,WhatsApp/Telegram,https://makosh.pro/about/,,,,,,N5K-20260807-102,new_5000
N5K-0066,N5K-C-0048,,,,,https://facancy.ru/vacancies/rukovoditel-b2b-prodazh-v-proizvodstvennuiu-kompaniiu-makosh,,Vacancy,https://facancy.ru/vacancies/rukovoditel-b2b-prodazh-v-proizvodstvennuiu-kompaniiu-makosh,,,,,,N5K-20260807-102,new_5000
N5K-0066,N5K-C-0049,,,,,https://makosh.pro/about/,,Contact Form,https://makosh.pro/about/,,,,,,N5K-20260807-102,new_5000
N5K-0066,N5K-C-0050,,,,,info@makosh.pro,,Email,https://makosh.pro/about/,,,,,,N5K-20260807-102,new_5000
N5K-0068,N5K-C-0051,,,,,+7 800 775-81-23,,Phone,https://laspan.ru/kontakty/,,,,,,N5K-20260807-103,new_5000
N5K-0068,N5K-C-0052,,,,,@timurVA,,Telegram,https://laspan.ru/about/,,,,,,N5K-20260807-103,new_5000
N5K-0068,N5K-C-0053,,,,,gendir@laspan.ru,,Email,https://laspan.ru/about/,,,,,,N5K-20260807-103,new_5000
N5K-0068,N5K-C-0054,,,,,https://laspan.ru/kontakty/,,Contact Form,https://laspan.ru/kontakty/,,,,,,N5K-20260807-103,new_5000
N5K-0068,N5K-C-0055,,,,,https://nesiditsa.ru/vacancy/133663489,,Vacancy,https://nesiditsa.ru/vacancy/133663489,,,,,,N5K-20260807-103,new_5000
N5K-0068,N5K-C-0056,,,,,info@laspan.ru,,Email,https://laspan.ru/kontakty/,,,,,,N5K-20260807-103,new_5000
N5K-0069,N5K-C-0057,,,,,+7 800 505-20-53,,Phone,https://mmsmart.ru/kontaktyi/,,,,,,N5K-20260807-104,new_5000
N5K-0069,N5K-C-0058,,,,,8 (800) 505-20-53,,Phone,https://mmsmart.ru/kontaktyi/,,,,,,N5K-20260807-092,new_5000
N5K-0069,N5K-C-0059,,,,,https://careerist.ru/vakansii/rukovoditel-otdela-prodazh-smartbrik-83334332.html,,Vacancy,https://careerist.ru/vakansii/rukovoditel-otdela-prodazh-smartbrik-83334332.html,,,,,,N5K-20260807-092,new_5000
N5K-0069,N5K-C-0060,,,,,https://mmsmart.ru/,,Website,https://mmsmart.ru/kontaktyi/,,,,,,N5K-20260807-092,new_5000
N5K-0069,N5K-C-0061,,,,,https://mmsmart.ru/kontaktyi/,,Contact Form,https://mmsmart.ru/kontaktyi/,,,,,,N5K-20260807-104,new_5000
N5K-0069,N5K-C-0062,,,,,msk@mimismart.ru,,Email,https://mmsmart.ru/kontaktyi/,,,,,,N5K-20260807-104,new_5000
N5K-0069,N5K-C-0063,,,,,msk@mmsmart.ru,,Email,https://mmsmart.ru/kontaktyi/,,,,,,N5K-20260807-092,new_5000
N5K-0070,N5K-C-0064,,,,,+7 967 378-97-77,,Phone,https://companium.ru/id/1241600021673-spehysehyay,,,,,,N5K-20260807-105,new_5000
N5K-0070,N5K-C-0065,,,,,@Launch_Base,,Telegram,https://launch-base.ru/,,,,,,N5K-20260807-105,new_5000
N5K-0070,N5K-C-0066,,,,,@u11wsia,,Telegram Founder,https://launch-base.ru/,,,,,,N5K-20260807-105,new_5000
N5K-0070,N5K-C-0067,,,,,https://kazan.hh.ru/vacancies/rukovoditel-proektov-informatsionnaya-bezopasnost/udalennaya_rabota,,Vacancy,https://kazan.hh.ru/vacancies/rukovoditel-proektov-informatsionnaya-bezopasnost/udalennaya_rabota,,,,,,N5K-20260807-105,new_5000
N5K-0070,N5K-C-0068,,,,,support@launch-base.ru,,Email,https://launch-base.ru/terms-offer,,,,,,N5K-20260807-105,new_5000
N5K-0071,N5K-C-0069,,,,,+7 (800) 302-69-36,,Phone,https://egeland-hr.ru/,,,,,,N5K-20260807-106,new_5000
N5K-0071,N5K-C-0070,,,,,egeland_office@mail.ru,,Email,https://el-ed.ru/info/,,,,,,N5K-20260807-106,new_5000
N5K-0071,N5K-C-0071,,,,,https://el-ed.ru/,,Website,https://el-ed.ru/,,,,,,N5K-20260807-106,new_5000
N5K-0071,N5K-C-0072,,,,,https://facancy.ru/vacancies/rukovoditel-otdela-prodazh-v-onlain-shkolu-egeland,,Vacancy,https://facancy.ru/vacancies/rukovoditel-otdela-prodazh-v-onlain-shkolu-egeland,,,,,,N5K-20260807-106,new_5000
N5K-0072,N5K-C-0073,,,,,+7 800 101-06-69,,Phone,https://victoryagency.ru/contacts,,,,,,N5K-20260808-107,new_5000
N5K-0072,N5K-C-0074,,,,,+7 932 111-11-69,,WhatsApp,https://victoryagency.ru/contacts,,,,,,N5K-20260808-107,new_5000
N5K-0072,N5K-C-0075,,,,,@agencyvictory,,Telegram,https://victoryagency.ru/contacts,,,,,,N5K-20260808-107,new_5000
N5K-0072,N5K-C-0076,,,,,https://victoryagency.ru/career/vacancies/rukovoditel-otdela-prodazh-rop-sales-director-so-znaniem-angliyskogo-yazyka,,Vacancy,https://victoryagency.ru/career/vacancies/rukovoditel-otdela-prodazh-rop-sales-director-so-znaniem-angliyskogo-yazyka,,,,,,N5K-20260808-107,new_5000
N5K-0072,N5K-C-0077,,,,,pr@victoryagency.ru,,Email,https://victoryagency.ru/contacts,,,,,,N5K-20260808-107,new_5000
N5K-0073,N5K-C-0078,,,,,+7 (968) 572-54-52,,Phone,https://asfalt-v-moskve.ru/,,,,,,N5K-20260808-108,new_5000
N5K-0073,N5K-C-0079,,,,,https://asfalt-v-moskve.ru/,,Contact Form,https://asfalt-v-moskve.ru/,,,,,,N5K-20260808-108,new_5000
N5K-0073,N5K-C-0080,,,,,https://dreamjob.ru/employers/6368748/vakansii/134982292,,Vacancy,https://dreamjob.ru/employers/6368748/vakansii/134982292,,,,,,N5K-20260808-108,new_5000
N5K-0073,N5K-C-0081,,,,,motus.rus@gmail.com,,Email,https://asfalt-v-moskve.ru/,,,,,,N5K-20260808-108,new_5000
N5K-0074,N5K-C-0082,,,,,+7 (495) 118-21-61,,Phone,https://mirstan.ru/,,,,,,N5K-20260808-109,new_5000
N5K-0074,N5K-C-0083,,,,,https://mirstan.ru/,,Contact Form,https://mirstan.ru/,,,,,,N5K-20260808-109,new_5000
N5K-0074,N5K-C-0084,,,,,https://vgorode.moscow/rabota/vakansiya-134862476/,,Vacancy,https://vgorode.moscow/rabota/vakansiya-134862476/,,,,,,N5K-20260808-109,new_5000
N5K-0074,N5K-C-0085,,,,,info@mirstan.ru,,Email,https://mirstan.ru/,,,,,,N5K-20260808-109,new_5000
N5K-0075,N5K-C-0086,,,,,+7 (812) 213-20-20,,Phone,https://s-mf.ru/,,,,,,N5K-20260808-110,new_5000
N5K-0075,N5K-C-0087,,,,,https://s-mf.ru/,,Contact Form,https://s-mf.ru/,,,,,,N5K-20260808-110,new_5000
N5K-0075,N5K-C-0088,,,,,https://spb.careerist.ru/vakansii/rukovoditel-otdela-prodazh-mebelnoe-proizvodstvo-b2b-88600186.html,,Vacancy,https://spb.careerist.ru/vakansii/rukovoditel-otdela-prodazh-mebelnoe-proizvodstvo-b2b-88600186.html,,,,,,N5K-20260808-110,new_5000
N5K-0075,N5K-C-0089,,,,,zakaz@s-mf.ru,,Email,https://s-mf.ru/,,,,,,N5K-20260808-110,new_5000
N5K-0078,N5K-C-0090,,,,,+7 (499) 391-56-95,,Phone,https://sdm-moscow.ru/,,,,,,N5K-20260808-112,new_5000
N5K-0078,N5K-C-0091,,,,,https://careerist.ru/vakansii/rukovoditel-otdela-prodazh-head-of-sales-soyuz-developerov-moskvy-88663754.html,,Vacancy,https://careerist.ru/vakansii/rukovoditel-otdela-prodazh-head-of-sales-soyuz-developerov-moskvy-88663754.html,,,,,,N5K-20260808-112,new_5000
N5K-0078,N5K-C-0092,,,,,https://sdm-moscow.ru/,,Contact Form,https://sdm-moscow.ru/,,,,,,N5K-20260808-112,new_5000
N5K-0079,N5K-C-0093,,,,,+7 (968) 350-90-50,,Phone,https://agency.blastim.ru/contacts,,,,,,N5K-20260808-112,new_5000
N5K-0079,N5K-C-0094,,,,,@edu_blastim,,Telegram,https://t.me/s/blastim/1816,,,,,,N5K-20260808-112,new_5000
N5K-0079,N5K-C-0095,,,,,https://agency.blastim.ru/contacts,,Contact Form,https://agency.blastim.ru/contacts,,,,,,N5K-20260808-112,new_5000
N5K-0079,N5K-C-0096,,,,,https://tgdsk.com/ru/channels/job-alerts/razoomjobs,,Vacancy,https://tgdsk.com/ru/channels/job-alerts/razoomjobs,,,,,,N5K-20260808-112,new_5000
N5K-0079,N5K-C-0097,,,,,prmedia@blastim.ru,,Email,https://agency.blastim.ru/contacts,,,,,,N5K-20260808-112,new_5000
N5K-0080,N5K-C-0098,,,,,+7 (391) 205-08-60,,Phone,https://alumsill.ru/contacts,,,,,,N5K-20260808-113,new_5000
N5K-0080,N5K-C-0099,,,,,https://krasnoyarsk.rabotajob.ru/vakansii/rukovoditel-otdela-prodaz/,,Vacancy,https://krasnoyarsk.rabotajob.ru/vakansii/rukovoditel-otdela-prodaz/,,,,,,N5K-20260808-113,new_5000
N5K-0080,N5K-C-0100,,,,,https://yarkie-okna.ru/,,Website,https://2gis.ru/krasnoyarsk/firm/985690700099970,,,,,,N5K-20260808-113,new_5000
N5K-0080,N5K-C-0101,,,,,yarkie-okna@yandex.ru,,Email,https://www.okna-firm.ru/catalog/krasnojarsk/rkie-okna/,,,,,,N5K-20260808-113,new_5000
N5K-0081,N5K-C-0102,,,,,+7 (812) 332-44-80,,Phone,https://nlgroup.ru/,,,,,,N5K-20260807-102,new_5000
N5K-0081,N5K-C-0103,,,,,https://facancy.ru/vacancies/direktor-po-prodazham-logisticheskikh-uslug-v-importno-eksportnuiu-kompaniiu-nl-group,,Vacancy,https://facancy.ru/vacancies/direktor-po-prodazham-logisticheskikh-uslug-v-importno-eksportnuiu-kompaniiu-nl-group,,,,,,N5K-20260807-102,new_5000
N5K-0081,N5K-C-0104,,,,,https://nlgroup.ru/,,Contact Form,https://nlgroup.ru/,,,,,,N5K-20260807-102,new_5000
N5K-0081,N5K-C-0105,,,,,info@nlgroup.ru,,Email,https://nlgroup.ru/,,,,,,N5K-20260807-102,new_5000
N5K-0082,N5K-C-0106,,,,,+7 (499) 110-60-17,,Phone,https://digitali.ru/contacts/,,,,,,N5K-20260808-115,new_5000
N5K-0082,N5K-C-0107,,,,,https://digitali.ru/,,Website,https://digitali.ru/,,,,,,N5K-20260808-115,new_5000
N5K-0082,N5K-C-0108,,,,,https://digitali.ru/contacts/,,Contact Form,https://digitali.ru/contacts/,,,,,,N5K-20260804-024,new_5000
N5K-0082,N5K-C-0109,,,,,https://hh.ru/vacancy/129955307,,HeadHunter,https://hh.ru/vacancy/129955307,,,,,,N5K-20260804-024,new_5000
N5K-0082,N5K-C-0110,,,,,https://hh.ru/vacancy/130004737,,Vacancy,https://hh.ru/vacancy/130004737,,,,,,N5K-20260808-115,new_5000
N5K-0082,N5K-C-0111,,,,,https://hh.ru/vacancy/130040722,,HH Contact,,,,,,,N5K-20260805-038,new_5000
N5K-0082,N5K-C-0112,,,,,welcome@digitali.ru,,Email,https://digitali.ru/contacts/,,,,,,N5K-20260808-115,new_5000
N5K-0087,N5K-C-0113,,,,,+7 (495) 580-30-14,,Phone,https://pek24.ru/about/contacts/,,,,,,N5K-20260808-118,new_5000
N5K-0087,N5K-C-0114,,,,,https://hh.ru/vacancy/129368708,,Vacancy,https://hh.ru/vacancy/129368708,,,,,,N5K-20260808-118,new_5000
N5K-0087,N5K-C-0115,,,,,https://pek24.ru/,,Website,https://pek24.ru/about/details/,,,,,,N5K-20260808-118,new_5000
N5K-0087,N5K-C-0116,,,,,info@pek24.ru,,Email,https://pek24.ru/about/contacts/,,,,,,N5K-20260808-118,new_5000
N5K-0089,N5K-C-0117,,,,,8 (800) 707-62-57,,Phone,https://mosvektor.ru/kontakty/,,,,,,N5K-20260808-119,new_5000
N5K-0089,N5K-C-0118,,,,,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-rop,,Vacancy,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-rop,,,,,,N5K-20260808-119,new_5000
N5K-0089,N5K-C-0119,,,,,https://mosvektor.ru/,,Website,https://mosvektor.ru/kontakty/,,,,,,N5K-20260808-119,new_5000
N5K-0089,N5K-C-0120,,,,,office@mosvektor.ru,,Email,https://mosvektor.ru/kontakty/,,,,,,N5K-20260808-119,new_5000
N5K-0096,N5K-C-0121,,,,,+7 936 111-80-30,,Phone,https://www.savin-piar.ru/,,,,,,N5K-20260808-126,new_5000
N5K-0096,N5K-C-0122,,,,,https://hh.ru/vacancy/129947198,,Vacancy,https://hh.ru/vacancy/129947198,,,,,,N5K-20260808-126,new_5000
N5K-0096,N5K-C-0123,,,,,https://www.savin-piar.ru/,,Contact Form,https://www.savin-piar.ru/,,,,,,N5K-20260808-126,new_5000
N5K-0096,N5K-C-0124,,,,,order@savin-piar.ru,,Email,https://www.savin-piar.ru/,,,,,,N5K-20260808-126,new_5000
N5K-0099,N5K-C-0125,,,,,+7 (812) 648-8-150,,Phone,https://podryad.ltd/contacts/,,,,,,N5K-20260808-127,new_5000
N5K-0099,N5K-C-0126,,,,,https://podryad.ltd/contacts/,,Contact Form,https://podryad.ltd/contacts/,,,,,,N5K-20260808-127,new_5000
N5K-0099,N5K-C-0127,,,,,https://spb.hh.ru/vacancy/129378290,,Vacancy,https://spb.hh.ru/vacancy/129378290,,,,,,N5K-20260808-127,new_5000
N5K-0099,N5K-C-0128,,,,,info@podryad.ltd,,Email,https://podryad.ltd/contacts/,,,,,,N5K-20260808-127,new_5000
N5K-0101,N5K-C-0129,,,,,8 (812) 456-39-26,,Phone,https://epsilongifts.ru/contacts/,,,,,,N5K-20260808-128,new_5000
N5K-0101,N5K-C-0130,,,,,hello@epsilongifts.ru,,Email,https://epsilongifts.ru/contacts/,,,,,,N5K-20260808-128,new_5000
N5K-0101,N5K-C-0131,,,,,https://epsilongifts.ru/contacts/,,Contact Form,https://epsilongifts.ru/contacts/,,,,,,N5K-20260808-128,new_5000
N5K-0101,N5K-C-0132,,,,,https://spb.hh.ru/vacancy/130242499,,Vacancy,https://spb.hh.ru/vacancy/130242499,,,,,,N5K-20260808-128,new_5000
N5K-0108,N5K-C-0133,,,,,+7 (977) 503-46-78,,Phone,https://artkars.ru/,,,,,,N5K-20260809-134,new_5000
N5K-0108,N5K-C-0134,,,,,https://artkars.ru/,,Form,https://artkars.ru/,,,,,,N5K-20260809-134,new_5000
N5K-0108,N5K-C-0135,,,,,https://hh.ru/vacancy/129738622,,Vacancy,https://hh.ru/vacancy/129738622,,,,,,N5K-20260809-134,new_5000
N5K-0108,N5K-C-0136,,,,,info-artkars@ya.ru,,Email,https://artkars.ru/,,,,,,N5K-20260809-134,new_5000
N5K-0110,N5K-C-0137,,,,,+7 (800) 100-35-81,,Phone,https://roomlink.ru/,,,,,,N5K-20260809-134,new_5000
N5K-0110,N5K-C-0138,,,,,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-it/polniy_den,,Vacancy,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-it/polniy_den,,,,,,N5K-20260809-134,new_5000
N5K-0110,N5K-C-0139,,,,,https://roomlink.ru/,,Form,https://roomlink.ru/,,,,,,N5K-20260809-134,new_5000
N5K-0110,N5K-C-0140,,,,,info@roomlink.ru,,Email,https://roomlink.ru/,,,,,,N5K-20260809-134,new_5000
N5K-0111,N5K-C-0141,,,,,+7 977 480-29-87,,Phone,https://ex-sert.ru/,,,,,,N5K-20260809-134,new_5000
N5K-0111,N5K-C-0142,,,,,https://ex-sert.ru/,,Form,https://ex-sert.ru/,,,,,,N5K-20260809-134,new_5000
